date,year,month,period_type,product_code,product_name,criticality,fab_code,fab_name,demand_units,forecast_units,capacity_units,supply_units,demand_fulfilled_units,shortage_units,inventory_begin_units,inventory_end_units
2026-11-01,2026,11,Forecast,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,381091,430928,489735,500299,381091,0,1236088,1355295
2026-11-01,2026,11,Forecast,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,252403,287285,394684,396172,252403,0,1541182,1684952
2026-11-01,2026,11,Forecast,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,215615,239404,232273,234074,215615,0,0,18460
2026-11-01,2026,11,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,195406,225310,208740,209446,195406,0,257837,271877
2026-11-01,2026,11,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,135246,150206,168226,165518,135246,0,418203,448475
2026-11-01,2026,11,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,106659,125172,99002,96166,96166,10493,0,0
2026-11-01,2026,11,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,164911,164512,272967,265578,164911,0,1694850,1795516
2026-11-01,2026,11,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,110514,109675,219988,225256,110514,0,1615612,1730353
2026-11-01,2026,11,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,90103,91396,129464,129548,90103,0,496141,535586
2026-11-01,2026,11,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,100221,98439,144512,141373,100221,0,726427,767579
2026-11-01,2026,11,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,65736,65626,116464,113640,65736,0,721792,769695
2026-11-01,2026,11,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,55666,54688,68540,69266,55666,0,144902,158502
2026-12-01,2026,12,Forecast,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,208737,219400,341578,347439,208737,0,1973029,2111732
2026-12-01,2026,12,Forecast,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,142287,146267,277185,277900,142287,0,1810558,1946171
2026-12-01,2026,12,Forecast,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,122361,121889,161685,159238,122361,0,499204,536082
2026-12-01,2026,12,Forecast,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,443285,427855,496102,501619,443285,0,1355295,1413629
2026-12-01,2026,12,Forecast,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,287990,285237,402578,407361,287990,0,1684952,1804322
2026-12-01,2026,12,Forecast,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,246433,237697,234828,239695,246433,0,18460,11721
2026-12-01,2026,12,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,200953,197352,211453,211202,200953,0,271877,282126
2026-12-01,2026,12,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,129863,131568,171591,170925,129863,0,448475,489537
2026-12-01,2026,12,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,113631,109640,100091,99904,99904,13727,0,0
2026-12-01,2026,12,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,152408,169092,276516,264790,152408,0,1795516,1907899
2026-12-01,2026,12,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,105508,112728,224388,225200,105508,0,1730353,1850045
2026-12-01,2026,12,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,88318,93940,130888,128551,88318,0,535586,575818
2026-12-01,2026,12,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,99227,92371,146391,141661,99227,0,767579,810013
2026-12-01,2026,12,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,65666,61580,118793,119415,65666,0,769695,823444
2026-12-01,2026,12,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,52957,51317,69293,68569,52957,0,158502,174114
2027-01-01,2027,1,Forecast,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,227617,246063,346019,348371,227617,0,2111732,2232486
2027-01-01,2027,1,Forecast,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,152583,164042,282728,275122,152583,0,1946171,2068709
2027-01-01,2027,1,Forecast,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,134537,136702,163463,165648,134537,0,536082,567192
2027-01-01,2027,1,Forecast,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,444779,456807,502551,504373,444779,0,1413629,1473224
2027-01-01,2027,1,Forecast,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,305919,304538,410629,415604,305919,0,1804322,1914008
2027-01-01,2027,1,Forecast,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,229363,253782,237411,236033,229363,0,11721,18391
2027-01-01,2027,1,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,208763,212043,214202,211413,208763,0,282126,284776
2027-01-01,2027,1,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,136119,141362,175022,179795,136119,0,489537,533213
2027-01-01,2027,1,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,117334,117802,101192,99834,99834,17499,0,0
2027-01-01,2027,1,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,180667,177917,280110,274198,180667,0,1907899,2001430
2027-01-01,2027,1,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,119299,118611,228875,226093,119299,0,1850045,1956839
2027-01-01,2027,1,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,100151,98843,132327,131818,100151,0,575818,607486
2027-01-01,2027,1,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,93311,105308,148294,147650,93311,0,810013,864352
2027-01-01,2027,1,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,64434,70205,121169,120197,64434,0,823444,879207
2027-01-01,2027,1,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,52159,58505,70056,68492,52159,0,174114,190448
2027-02-01,2027,2,Forecast,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,243540,241619,350517,355488,243540,0,2232486,2344434
2027-02-01,2027,2,Forecast,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,156786,161079,288383,295730,156786,0,2068709,2207653
2027-02-01,2027,2,Forecast,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,128292,134233,165261,167526,128292,0,567192,606426
2027-02-01,2027,2,Forecast,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,490143,492704,509084,502165,490143,0,1473224,1485245
2027-02-01,2027,2,Forecast,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,327812,328469,418842,418764,327812,0,1914008,2004960
2027-02-01,2027,2,Forecast,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,281838,273724,240022,238562,256953,24885,18391,0
2027-02-01,2027,2,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,236157,239042,216987,222891,236157,0,284776,271510
2027-02-01,2027,2,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,157805,159361,178523,170554,157805,0,533213,545962
2027-02-01,2027,2,Forecast,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,136646,132801,102305,104492,104492,32155,0,0
2027-02-01,2027,2,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,190181,181606,283752,287792,190181,0,2001430,2099041
2027-02-01,2027,2,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,121283,121071,233453,236868,121283,0,1956839,2072425
2027-02-01,2027,2,Forecast,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,99866,100892,133783,132287,99866,0,607486,639907
2027-02-01,2027,2,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,106128,100426,150222,153894,106128,0,864352,912118
2027-02-01,2027,2,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,70867,66951,123593,122233,70867,0,879207,930573
2027-02-01,2027,2,Forecast,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,58980,55792,70826,72052,58980,0,190448,203520
